Names	dates	cities	reviews	ratings	stars
OpenTable Diner	Dined on July 2, 2018	Atlanta Metro	Birthday celebration; great service; tuna sashimi awesome	Overall 4 Food 4 Service 5 Ambience 5	5.0
EileenJ	Dined on July 1, 2018	Kansas City	Nobu is one of our favorite restaurants   Amazing sushi. Service. Ambiance. I prefer the midtown location to the downtown one.	Overall 4 Food 5 Service 4 Ambience 3	5.0
Jayc	Dined on June 30, 2018	New York City	Not nearly as nice as Nobu57- food not same level as Nobu57----ambiance not even close to Nobu57	Overall 3 Food 2 Service 5 Ambience 2	4.0
OpenTable Diner	Dined on June 24, 2018	New York City	Excellent food, wonderful staff.	Overall 5 Food 5 Service 5 Ambience 5	1.0
theresah	Dined on June 22, 2018	San Francisco	AMAZING, AMAZING....Service was as incredible as the food and place....	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on June 20, 2018	New York City	Food was great. Knew the price was expensive but worth it. Great staff! Love Nobu!!!	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on June 20, 2018	New York City	Daughters graduation	Overall 5 Food 5 Service 3 Ambience 5	4.0
Goldiesydney1	Dined on June 19, 2018	Las Vegas	Really fabulous space, fantastic food and great service.  Pretty $XXX! But worth it!  Highly recommended.	Overall 5 Food 5 Service 5 Ambience 5	5.0
NZ2247	Dined on June 15, 2018	New York City	Lovely dinner! Great service. Excellent food.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on June 14, 2018	New York City	Just ok. I did not love the atmosphere of the restaurant. Food was generally good.	Overall 4 Food 4 Service 3 Ambience 3	5.0
ElizabethC	Dined on June 12, 2018	New York City	Excellent Service and Food!  Our waiter went above and beyond to accommodate my daughter's several food allergies and was very patient and kind.	Overall 5 Food 5 Service 5 Ambience 5	4.0
Gisele	Dined on June 9, 2018	New York City	Great service, nice people, tasty foods, great overall experience. I will definitely come back.	Overall 5 Food 5 Service 5 Ambience 5	5.0
ReedL	Dined on June 7, 2018	New York City	Excellent across the board.  Food was fantastic and the service was amazing!  We will be back!	Overall 5 Food 5 Service 5 Ambience 5	5.0
acpnotes123	Dined on June 5, 2018	New York City	Service was great, ambiance super beautiful and food AMAZING!!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Woodstock	Dined on June 3, 2018	New York City	Conferma la qualità di Nobu capace di coniugare tradizione ed innovazione	Overall 4 Food 4 Service 4 Ambience 3	5.0
OpenTable Diner	Dined on June 3, 2018	New York City	My birthday	Overall 5 Food 5 Service 5 Ambience 5	5.0
JamesG	Dined on June 3, 2018	New York City	Went for the first time and loved it. Great food, service and decor!	Overall 5 Food 5 Service 5 Ambience 5	4.0
Rd28	Dined on June 2, 2018	New York City	Took my fiancé here and it was by far the best food we’ve ever eaten.	Overall 5 Food 5 Service 5 Ambience 5	5.0
WashingtonPorsche	Dined on June 1, 2018	Seattle	Nice dessert plate for our Anniversary on the house!	Overall 5 Food 5 Service 5 Ambience 5	4.7
Ellecie	Dined on June 1, 2018	New York City	Love Nobu!! Food is exceptional, ambiance is nice and service is phenomenal!!	Overall 5 Food 5 Service 5 Ambience 5	2.0
FrankP	Dined on May 28, 2018	New York City	Food quality was good, but not worth the price.  Nice place.	Overall 4 Food 4 Service 5 Ambience 4	5.0
AngelikaH	Dined on May 28, 2018	Berlin	Thanks to the whole team from Nobu. It was the 50th birthday of my husband and it was a perfect evening. THANK YOU!!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
JadeB	Dined on May 27, 2018	New York City	Such fresh sushi and wonderful service at the bar and at our table. The atmosphere was so soothing we can't wait to go back.	Overall 5 Food 5 Service 5 Ambience 5	4.0
Melon	Dined on May 17, 2018	New York City	Amazing flavors & service - very special experience	Overall 5 Food 5 Service 5 Ambience 5	5.0
amandag	Dined on May 16, 2018	New York City	Absolutely fab, as usual.	Overall 5 Food 5 Service 5 Ambience 5	5.0
NZ2247	Dined on May 14, 2018	New York City	Never disappoints. Food was great. Room is appealing. Service was good.	Overall 5 Food 5 Service 4 Ambience 5	5.0
MichaelL	Dined on May 14, 2018	New York City	Never a disappointment at Nobu!  We had the omakase and all the dishes were outstanding.  Service was very slow that night but it was Mother's Day.	Overall 4 Food 5 Service 2 Ambience 5	5.0
BethN	Dined on May 7, 2018	Atlantic City	Fantastic food and good service. We had a productive business lunch with a good atmosphere	Overall 4 Food 4 Service 5 Ambience 5	5.0
8there	Dined on May 7, 2018	New York City	Starting to feel like a Las Vegas Cheesecake Factory. The bespoke era is over at Nobu NYC.	Overall 3 Food 3 Service 3 Ambience 3	5.0
Duke	Dined on May 7, 2018	New York City	Twin daughter’s birthday celebration.	Overall 5 Food 5 Service 5 Ambience 5	4.0
Mils1983	Dined on May 6, 2018	London	Nobu is a great space. Food was fantastic. Worth the prices!	Overall 5 Food 4 Service 4 Ambience 5	3.0
DavidS	Dined on May 6, 2018	New York City	Absolutely amazing meal.  The food was outstanding.  Can’t wait to go back again.  A+++	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on May 3, 2018	New York City	AMAZING!!!!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
JaimeC	Dined on May 3, 2018	New York City	Nice place to go, i liked a lot the crub roll. First time at Nobu and will repeat if i can.	Overall 4 Food 4 Service 5 Ambience 4	4.0
OpenTable Diner	Dined on May 3, 2018	New York City	Excellent, but too expensive!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on May 3, 2018	New York City	Over all good	Overall 5 Food 4 Service 4 Ambience 3	4.0
OpenTable Diner	Dined on May 3, 2018	New York City	The best restaurant in world!!!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on April 30, 2018	New York City	Food was outstanding, just make sure you got a decent table, they tend to put you somewhere remote.	Overall 4 Food 5 Service 5 Ambience 2	5.0
stevenw	Dined on April 30, 2018	West Palm Beach	Food was amazing! By far the best sushi we have eaten. Top notch service. All around A++	Overall 5 Food 5 Service 5 Ambience 5	5.0
Rishi	Dined on April 30, 2018	New York City	Always a great meal at Nobu.	Overall 5 Food 5 Service 3 Ambience 5	4.7
OpenTable Diner	Dined on April 27, 2018	San Francisco	Great evening	Overall 5 Food 5 Service 5 Ambience 5	5.0
Michelle	Dined on April 27, 2018	New York City	Our waitress overheard we were celebrating birthdays and brought us cake.	Overall 5 Food 5 Service 5 Ambience 5	5.0
Oops	Dined on April 24, 2018	London	Food is not anymore at the level it used to be . Average to say the best. Mr Nobu please come back l.	Overall 3 Food 3 Service 3 Ambience 3	5.0
OpenTable Diner	Dined on April 23, 2018	Washington DC	Wonderful experience	Overall 5 Food 5 Service 5 Ambience 5	5.0
Faceam	Dined on April 19, 2018	New York City	As good as the hype.  Creative take on sushi and japanese cuisine.  The new space works well and this is perfect for any meal occassion.	Overall 5 Food 5 Service 5 Ambience 5	5.0
Eldoyenne	Dined on April 19, 2018	New York City	Peruvian options on the menu were not as satisfying as in other Nobu restaurants.	Overall 3 Food 2 Service 5 Ambience 3	4.7
tiffanyh	Dined on April 17, 2018	New York City	Anniversary dinner. Expected the food to be better	Overall 3 Food 2 Service 5 Ambience 4	3.0
OpenTable Diner	Dined on April 16, 2018	New York City	Culinary Excellence. Loved the new location	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on April 14, 2018	New York City	food and service was amazing	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on April 14, 2018	New York City	Birthday and very nice staff	Overall 5 Food 5 Service 5 Ambience 4	4.7
OpenTable Diner	Dined on April 13, 2018	New York City	Amazing! Black cod is the best!	Overall 5 Food 5 Service 5 Ambience 5	5.0
JessicaA	Dined on April 12, 2018	Chicago	Excellent food, unique space, would definitely recommend. Packed on Wednesday night. Waiters were excellent but not warm.	Overall 5 Food 5 Service 3 Ambience 3	3.0
Zigzag	Dined on April 3, 2018	New York City	Always love this place. Beyond fresh sushi and creative entrees. Service very accommodating. Will come back as much as I can	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on April 2, 2018	New York City	Our fist time at Nobu! Excellent service and delicious food!! Tuna and scallops are amazing!	Overall 4 Food 4 Service 5 Ambience 4	5.0
OpenTable Diner	Dined on April 1, 2018	New York City	Took my mother to dinner to try something new and she loved it.	Overall 5 Food 5 Service 5 Ambience 5	4.0
KeithM	Dined on March 31, 2018	New York City	New digs with the same WOW and wonderful date	Overall 5 Food 5 Service 5 Ambience 5	5.0
StephanieF	Dined on March 30, 2018	New York City	The food and presentation are enough to  make you swoon. Delicious. Beautiful.	Overall 5 Food 5 Service 4 Ambience 4	5.0
BrentP	Dined on March 30, 2018	New York City	Food was outstanding as always!	Overall 5 Food 5 Service 5 Ambience 5	5.0
PeterS	Dined on March 25, 2018	New York City	Everything here is off the hook! the seabass with jalapeno salsa and the black cod miso are a must!	Overall 5 Food 5 Service 5 Ambience 5	4.0
jenn	Dined on March 24, 2018	New York City	We went for my daughters 16th birthday. Everything was perfect from the service to the food. We felt spoiled and enjoyed every minute of it!	Overall 5 Food 5 Service 5 Ambience 5	4.0
Rarelyout	Dined on March 23, 2018	New York City	Nice atmosphere.  Too many stairs but good exercise after all that fabulous food. Great service also.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 21, 2018	New York City	I loved everything from the minute I walked in to the minute I walked out. Best restaurant in lower Manhattan	Overall 5 Food 5 Service 4 Ambience 5	3.0
Victoriac9	Dined on March 20, 2018	San Diego	The best sushi and service in the city....	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on March 20, 2018	New York City	Wayyyy too downtown. No vibe. Should move back to tribeca.	Overall 3 Food 4 Service 4 Ambience 2	5.0
OpenTable Diner	Dined on March 18, 2018	New York City	It was amazing, always love going there	Overall 5 Food 5 Service 5 Ambience 5	4.7
jlynch3	Dined on March 17, 2018	San Francisco	Wow. Again, so surprised that it is still this good.	Overall 5 Food 5 Service 5 Ambience 5	5.0
KevinH	Dined on March 17, 2018	New York City	Best sushi I have ever had! Can't wait to go back!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Katpack	Dined on March 14, 2018	New York City	Fantastic. Perfect table. Amazing service as always.	Overall 5 Food 5 Service 5 Ambience 5	5.0
yardley	Dined on March 12, 2018	New York City	Fantastic from start to finish will absolutely come back many times.	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on March 9, 2018	New York City	Everything was top notch!	Overall 5 Food 5 Service 5 Ambience 5	5.0
peebs123	Dined on March 4, 2018	New York City	Great dining experience! Wait staff was friendly and helpful. Food was delicious. Great ambiance.	Overall 5 Food 5 Service 4 Ambience 4	4.7
JohnB	Dined on March 3, 2018	New York City	Once again Nobu doesn’t disappoint. As always an excellent meal. Great service and beautiful ambiance	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on March 2, 2018	New York City	Absolutely fantastic!  The quality and freshness of the  fish served here is on an entirely different level than any other place.  Great service too!	Overall 5 Food 5 Service 5 Ambience 5	5.0
helenb	Dined on February 26, 2018	New York City	Excellent service, terrific food great company made this dinner special.  Awesome	Overall 5 Food 5 Service 5 Ambience 5	5.0
MichelleB1993	Dined on February 25, 2018	New York City	The food was delicious and so fresh. The service was excellent - everyone was helpful and knowledgeable. I would definitely return to try more	Overall 5 Food 5 Service 5 Ambience 5	5.0
robp	Dined on February 24, 2018	New York City	Prefect as expected	Overall 5 Food 5 Service 5 Ambience 5	4.7
Miker	Dined on February 22, 2018	New York City	Absolutely amazing! One of the most incredible meals I’ve ever had!	Overall 5 Food 5 Service 5 Ambience 5	4.7
ChrisC	Dined on February 19, 2018	New York City	Awesome will definitely go back	Overall 5 Food 5 Service 5 Ambience 5	5.0
DianaL	Dined on February 19, 2018	Central Coast	We got the chef’s choice, and it was beyond outstanding. No words can describe the whole experience. Layers of flavors in every bite.	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on February 18, 2018	New York City	Food was delicious! Portions small	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 18, 2018	Philadelphia	chicken teriyaki was fantastic.   the beef teriyaki was great.   best California rolls ever.	Overall 5 Food 5 Service 5 Ambience 5	5.0
raffaellam	Dined on February 16, 2018	New York City	Decisamente al di sotto delle aspettative sia come servizio, che come cibo, che come ambiente	Overall 2 Food 2 Service 1 Ambience 1	5.0
ScottF	Dined on February 15, 2018	New York City	Valentines prix fix was ridiculously expensive for the tiny amount of food we received. Service was terrible. Would not repeat on Valentines Day.	Overall 2 Food 4 Service 1 Ambience 2	2.0
OpenTable Diner	Dined on February 15, 2018	New York City	food was just average.	Overall 1 Food 1 Service 1 Ambience 1	4.7
OpenTable Diner	Dined on February 14, 2018	New York City	Very luxurious experience	Overall 5 Food 5 Service 5 Ambience 5	1.0
OpenTable Diner	Dined on February 12, 2018	Los Angeles	Fantastic!	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on February 9, 2018	San Francisco	Great, great meal. Little too long of a wait between dishes, but not that big of a deal.	Overall 5 Food 5 Service 4 Ambience 5	5.0
JonF	Dined on February 7, 2018	New York City	As is to be expected, Nobu is fantastic. A must do for any fan of Japanese food.	Overall 5 Food 5 Service 4 Ambience 5	5.0
OpenTable Diner	Dined on February 6, 2018	New York City	Nobu never disappoints!	Overall 5 Food 5 Service 5 Ambience 5	4.0
Mister21	Dined on February 5, 2018	New York City	First time in Nobu Downtown	Overall 4 Food 5 Service 2 Ambience 4	4.7
AshleyB	Dined on February 1, 2018	New York City	Everything was amazing	Overall 5 Food 5 Service 5 Ambience 5	1.0
TriBeCaGirl155	Dined on February 1, 2018	New York City	Exceptional, expensive food. Restaurant Week policy is not clear.	Overall 3 Food 5 Service 4 Ambience 3	5.0
NneyaR	Dined on January 29, 2018	New York City	I love Nobu downtown. Always a pleasure. I loo forward to return. Top food and service. A NYC staple	Overall 5 Food 5 Service 5 Ambience 5	4.0
